,title,url,rating,review_count,price
59,"Mpow H19 IPO Active Noise Cancelling Headphones, Bluetooth 5.0 Wireless Headphones with CVC8.0 Microphone, Hi-Fi Stereo Deep Bass, Rapid Charge 35H Playtime for TV, Online Class, Home Office",https://www.amazon.com/Mpow-Cancelling-Headphones-Bluetooth-Memory-Protein/dp/B07Z176W4W/ref=sr_1_56?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-56,4.7 out of 5 stars,"2,217",$44.99
60,XClear Wireless Earbuds with Immersive Sounds True 5.0 Bluetooth in-Ear Headphones with Charging Case/Quick-Pairing Stereo Calls/Built-in Microphones/IPX5 Sweatproof/Pumping Bass for Sports Black,https://www.amazon.com/XClear-Headphones-Quick-Pairing-Microphones-Sweatproof/dp/B07ZWJR9GD/ref=sr_1_57?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-57,4.4 out of 5 stars,"6,215",$32.99
61,AILIHEN C8 Headphones with Microphone and Volume Control Folding Lightweight Headset for Cellphones Tablets Smartphones Laptop Computer PC Mp3/4 (Grey/Mint),https://www.amazon.com/AILIHEN-C8-Headphones-Lightweight-Smartphones/dp/B01EF5DBYM/ref=sr_1_58?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-58,4.1 out of 5 stars,"9,380",$19.98
62,"Sleep Headphones Wireless, Perytong Bluetooth Sports Headband Headphones with Ultra-Thin HD Stereo Speakers Perfect for Sleeping,Workout,Jogging,Yoga,Insomnia, Air Travel, Meditation",https://www.amazon.com/Sleep-Headphones-Perytong-Ultra-Thin-Meditation/dp/B07SHBQY7Z/ref=sr_1_59?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-59,4.4 out of 5 stars,"2,049",$19.99
63,"POWMEE M1 Kids Headphones Wired Headphone for Kids,Foldable Adjustable Stereo Tangle-Free,3.5MM Jack Wire Cord On-Ear Headphone for Children (Blue)",https://www.amazon.com/POWMEE-M1-Headphones-Adjustable-Tangle-Free/dp/B07MF6QJBM/ref=sr_1_60?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-60,4.7 out of 5 stars,"1,158",$7.99
64,TOZO T6 True Wireless Earbuds Bluetooth Headphones Touch Control with Wireless Charging Case IPX8 Waterproof TWS Stereo Earphones in-Ear Built-in Mic Headset Premium Deep Bass for Sport Black,https://www.amazon.com/TOZO-T6-Bluetooth-Headphones-Waterproof/dp/B07RGZ5NKS/ref=sr_1_61?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-61,4.5 out of 5 stars,"12,814",$42.99
65,Sennheiser HD280PRO Headphone (new model),https://www.amazon.com/Sennheiser-HD280PRO-Headphone-new-model/dp/B00IT0IHOY/ref=sr_1_62?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-62,4.3 out of 5 stars,"4,649",$79.95
66,"Vogek On Ear Headphones with Mic, Lightweight Portable Fold-Flat Stereo Bass Headphones with 1.5M Tangle Free Cord and Microphone-Black",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg3_1?ie=UTF8&adId=A035250319WRT3UIRQJSU&url=%2FHeadphones-Lightweight-Portable-Fold-Flat-Microphone-Black%2Fdp%2FB07MCCJ6VY%2Fref%3Dsr_1_63_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1592473866%26s%3Delectronics%26sr%3D1-63-spons%26psc%3D1&qualifier=1594136415&id=4052239793984259&widgetName=sp_mtf,4.5 out of 5 stars,"6,523",$12.99
67,"Active Noise Cancelling Headphones, Boltune Bluetooth 5.0 Over Ear Wireless Headphones with Mic Deep Bass, Comfortable Protein Earpads 30H Playtime for Travel Work TV PC Cellphone",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg3_1?ie=UTF8&adId=A09330683PPZM83EBOB9B&url=%2FCancelling-Headphones-Boltune-Bluetooth-Comfortable%2Fdp%2FB07PJK73L8%2Fref%3Dsr_1_64_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1592473866%26s%3Delectronics%26sr%3D1-64-spons%26psc%3D1&qualifier=1594136415&id=4052239793984259&widgetName=sp_mtf,4.6 out of 5 stars,"2,678",$48.94
68,Kids Headphones-noot products K22 Foldable Stereo Tangle-Free 3.5mm Jack Wired Cord On-Ear Headset for Children/Teens/Boys/Girls/Smartphones/School/Kindle/Airplane/Plane/Tablet (Teal/Lime),https://www.amazon.com/Headphones-noot-products-K22-Tangle-Free-Smartphones/dp/B07H2NQMLD/ref=sr_1_65?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-65,4.6 out of 5 stars,730,$7.99
69,Apple Lightning to 3.5 mm Headphone Jack Adapter,https://www.amazon.com/Apple-Lightning-Headphone-Jack-Adapter/dp/B01LXJFMGF/ref=sr_1_66?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-66,4.4 out of 5 stars,"23,543",
70,VEATOOL 5.0 Bluetooth Headphones  Binaural Call True Wireless Earbuds 20H Playtime HD Stereo Bass Sound Mini in Ear Bluetooth Earphones with Built in Mic and Charging Case for Sports Running,https://www.amazon.com/Bluetooth-Headphones-VEATOOL-Binaural-Earphones/dp/B07NRGR9LL/ref=sr_1_67?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-67,4.3 out of 5 stars,"5,847",$25.88
71,"Bluetooth Headphones Wireless,MKay Over Ear Headset V5.0 with Microphone, Foldable & Lightweight, Support Tf Card MP3 Mode and Fm Radio for Cellphones Laptop TV-Rose Gold",https://www.amazon.com/Headphones-MKay-Microphone-Lightweight-Cellphones/dp/B07M9FBX3Y/ref=sr_1_68?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-68,4.4 out of 5 stars,"2,610",$25.99
72,"Sleep Headphones Bluetooth Headband,Upgrage Soft Sleeping Wireless Music Sport Headbands, Long Time Play Sleeping Headsets with Built in Speakers Perfect for Workout, Running, Yoga (Gray)",https://www.amazon.com/Headphones-Bluetooth-Headband-Sleeping-Headbands/dp/B07QLF7WHZ/ref=sr_1_69?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-69,4.3 out of 5 stars,"2,167",$21.88
73,"Mpow Bluetooth Headset V5.0 with Microphone, Wireless PC Headphones,CVC8.0 Noise Canceling, On Ear for Computer,Cell Phone, Call Center, Office, Skype, Webinar,22 Hours Talk Time, Soft Earpad(Black)",https://www.amazon.com/Mpow-Bluetooth-Microphone-Headphones-Canceling/dp/B084P23B6R/ref=sr_1_70?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-70,4.2 out of 5 stars,253,$49.99
74,"RUNMUS Gaming Headset for PS4, Xbox One, PC Headset w/Surround Sound, Noise Canceling Over Ear Headphones with Mic & LED Light, Compatible with PS4, Xbox One, Nintendo Switch, PC, PS3, Mac, Laptop",https://www.amazon.com/RUNMUS-Surround-Canceling-Headphones-Compatible/dp/B07T1KR3WQ/ref=sr_1_71?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-71,4.6 out of 5 stars,"1,983",$40.98
75,"Tascam TH-02 Closed Back Studio Headphones, Black",https://www.amazon.com/Tascam-TH-02-Closed-Studio-Headphones/dp/B00B1N06PO/ref=sr_1_72?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-72,4.2 out of 5 stars,"2,296",$19.99
76,"Betron YSM1000 Earphones with Microphone and Volume Control, Noise Isolating in-Ear Headphones, Strong Bass, Compatible with iPhone, iPad, iPod and Macbooks, Gold and Black",https://www.amazon.com/Betron-Headphones-Definition-Smartphones-Microphone/dp/B00XBZY0EI/ref=sr_1_73?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-73,4.1 out of 5 stars,"4,032",$12.99
77,Nenos Kids Headphones Children’s Headphones for Kids Toddler Headphones Limited Volume Unicorn Unicorn,https://www.amazon.com/Nenos-Headphones-Childrens-Toddler-Limited/dp/B081QMSSF9/ref=sr_1_74?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-74,4.4 out of 5 stars,"3,586",$19.99
78,Snug Play+ Kids Headphones Volume Limiting and Audio Sharing Port (Monster Trucks),https://www.amazon.com/Snug-Headphones-Limiting-Sharing-Monster/dp/B07XYT4BL4/ref=sr_1_75?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-75,4.3 out of 5 stars,"4,960",$16.95
79,"TaoTronics Active Noise Cancelling Headphones [Upgraded] Bluetooth Headphones SoundSurge 60 Over Ear Headphones Wireless Headphones Deep Bass, Quick Charge, 30H Playtime for Travel Work Cellphone",https://www.amazon.com/TaoTronics-Cancelling-Headphones-Bluetooth-SoundSurge/dp/B07TWK4V1H/ref=sr_1_76?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-76,4.5 out of 5 stars,"2,267",$49.99
80,"LORELEI X6 Over-Ear Headphones with Microphone, Lightweight Foldable & Portable Stereo Bass Headphones with 1.45M No-Tangle,Wired Headphones for Smartphone Tablet MP3 / 4 (Purple-Black)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg3_1?ie=UTF8&adId=A01238002A37OKDDDVS3E&url=%2FLORELEI-X6-Headphones-Lightweight-Purple-Black%2Fdp%2FB088BRFQBZ%2Fref%3Dsr_1_77_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1592473866%26s%3Delectronics%26sr%3D1-77-spons%26psc%3D1&qualifier=1594136415&id=4052239793984259&widgetName=sp_btf,4.3 out of 5 stars,124,$19.99
81,"Bluetooth Headphones, Riwbox XBT-880 Wireless Bluetooth Headphones Over Ear with Microphone and Volume Control Wireless and Wired Foldable Headset for iPhone/iPad/PC/Cell Phones/TV (Black&Gold)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg3_1?ie=UTF8&adId=A02189481FJ98HHMPBM9S&url=%2FBluetooth-Headphones-Riwbox-Wireless-Microphone%2Fdp%2FB07HD23XGD%2Fref%3Dsr_1_78_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1592473866%26s%3Delectronics%26sr%3D1-78-spons%26psc%3D1&qualifier=1594136415&id=4052239793984259&widgetName=sp_btf,4.2 out of 5 stars,"1,007",$32.98
82,"A12 Headphones Earphones Earbuds Earphones, Noise Islating, High Definition, Fits All 3.5mm InterfaceStereo for Samsung, iPhone,iPad, iPod and Mp3 Players(Black+White+Pink+Green 4pairs)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg4_1?ie=UTF8&adId=A00507163PISFIFDP4FEL&url=%2FHeadphones-Earphones-Islating-Definition-Players%25EF%25BC%2588Black%2Fdp%2FB07TGTSKSH%2Fref%3Dsr_1_73_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1592473866%26s%3Delectronics%26sr%3D1-73-spons%26psc%3D1&qualifier=1594136416&id=7330665832454848&widgetName=sp_atf_next,4.0 out of 5 stars,885,$10.99
83,"Betron YSM1000 Earphones with Microphone and Volume Control, Noise Isolating in-Ear Headphones, Strong Bass, Compatible with iPhone, iPad, iPod and Macbooks, Gold and Black",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg4_1?ie=UTF8&adId=A0614388DKKO8X13ZK7Z&url=%2FBetron-Headphones-Definition-Smartphones-Microphone%2Fdp%2FB00XBZY0EI%2Fref%3Dsr_1_74_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1592473866%26s%3Delectronics%26sr%3D1-74-spons%26psc%3D1&qualifier=1594136416&id=7330665832454848&widgetName=sp_atf_next,4.1 out of 5 stars,"4,032",$12.99
84,"Bluetooth Headphones, Letscom Wireless Headphones Over Ear with Microphones Hands-Free Calls, Hi-Fi Sound and 3 EQ Sound Modes, 45Hrs Playtime for Cell Phones PC Tablet Home Office",https://www.amazon.com/Auriculares-auriculares-inal%C3%A1mbricos-ecualizador-reproducci%C3%B3n/dp/B07X2K9ZPH/ref=sr_1_75?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-75,4.3 out of 5 stars,766,$35.24
85,"AILIHEN MS300 Wired Headphones, Stereo Foldable Headset for iOS Android Smartphone Laptop Tablet PC Computer (Rose Gold)",https://www.amazon.com/AILIHEN-Headphones-Foldable-Smartphone-Computer/dp/B076HQ2P2X/ref=sr_1_76?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-76,4.3 out of 5 stars,"2,294",$25.98
86,"AfterShokz Titanium Open Ear Wireless Bone Conduction Headphones, Black, AS600BK, 2.3",https://www.amazon.com/Aftershokz-Trekz-Titanium-Pink-One/dp/B07DMDD776/ref=sr_1_77?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-77,4.3 out of 5 stars,"5,944",$79.95
87,"Earbuds/Earphones/Headphones, Premium in-Ear Wired Earphones with Remote & Mic Compatible with iPhone 6s/plus/6/5s/se/5c/iPad/Samsung",https://www.amazon.com/Earbuds-Earphones-Headphones-Premium-Compatible/dp/B082XXG271/ref=sr_1_78?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-78,4.3 out of 5 stars,156,$12.99
88,JLab Audio Neon Folding On-Ear Headphones | Wired Headphones | Tangle Free Cord | Noise Isolation | 40mm Neodymium Drivers | C3 Sound (Crystal Clear Clarity) | Black,https://www.amazon.com/Folding-Headphones-Isolation-Neodymium-Drivers/dp/B073WN3W6M/ref=sr_1_79?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-79,4.4 out of 5 stars,"1,381",$14.99
89,"Bluetooth Headphones, Riwbox XBT-880 Wireless Bluetooth Headphones Over Ear with Microphone and Volume Control Wireless and Wired Foldable Headset for iPhone/iPad/PC/Cell Phones/TV (White&Gold)",https://www.amazon.com/Auriculares-Bluetooth-inal%C3%A1mbricos-micr%C3%B3fono-auriculares/dp/B07HCZV3ZG/ref=sr_1_80?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-80,4.2 out of 5 stars,"1,007",$32.98
90,"Small Bluetooth Headphones Wrap around Head - Sports Wireless Headset with Built in Microphone and Crystal-Clear Sound, Fold-able and Carried in the Purse, and 12-hour Battery Life, White",https://www.amazon.com/Bluetooth-Headphones-Wireless-Sports-Headset/dp/B07J5BXMQF/ref=sr_1_81?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-81,4.3 out of 5 stars,"1,709",$29.99
91,"Earphones,JUKSTG Noise Isolating in-Ear Headphones with Pure Sound and Powerful Bass, Earbuds with High Sensitivity Microphone and Volume Control, Headphones for iPhone, iPod, iPad, MP3, Samsung,etc",https://www.amazon.com/JUKSTG-Microphone-Comfortable-Headphones-Compatible/dp/B07GK35P2C/ref=sr_1_82?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-82,4.4 out of 5 stars,"3,576",$12.88
92,"Mpow 059 IPO Bluetooth Headphones, Bluetooth 5.0 Over-Ear Headphones with Built-in Mic and Hi-Fi Sound, 30H Playtime, Lightweight Foldable Protein Earpads for Online Class, Home Office, TV/PC/Phone",https://www.amazon.com/Mpow-Bluetooth-Headphones-Over-Ear-Lightweight/dp/B082TWSSTM/ref=sr_1_83?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-83,4.8 out of 5 stars,200,$22.99
93,"Bluetooth Retractable Headphones Wireless Headset Neckband Earbuds Sports Noise Cancelling Stereo Earphones with Mic (15 Hrs Playtime, 2020 Upgrade, Rose)",https://www.amazon.com/Bluetooth-Retractable-Headphones-Cancelling-Earphones/dp/B0826TMTQS/ref=sr_1_84?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-84,4.5 out of 5 stars,34,$21.99
94,"SAN.COMO Bluetooth Headphones,Wireless Earbuds Sweatproof Earphones Magnetic Attraction Stereo Headphones for Running Workout Gym Noise Cancelling (Gold)",https://www.amazon.com/SAN-COMO-Headphones-Sweatproof-Attraction-Cancelling/dp/B07QVZ7W2F/ref=sr_1_85?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-85,4.3 out of 5 stars,87,$9.99
95,"TaoTronics Trucker Bluetooth Headset with Microphone, Wireless Cell Phone Headset Noise Cancelling Mic, On Ear Bluetooth Headphones Bluetooth 5.0 34H for Home Office Online Class PC Call Center Skype",https://www.amazon.com/dp/B081Q5RCMV/ref=sr_1_86?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-86,4.5 out of 5 stars,"1,481",$49.99
96,"LORELEI X6 Over-Ear Headphones with Microphone, Lightweight Foldable & Portable Stereo Bass Headphones with 1.45M No-Tangle, Wired Headphones for Smartphone Tablet MP3 / 4 (Space Black)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg4_1?ie=UTF8&adId=A03333881O1NWN402UNJ2&url=%2FLORELEI-X6-Headphones-Microphone-Lightweight%2Fdp%2FB083P1HG9S%2Fref%3Dsr_1_87_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1592473866%26s%3Delectronics%26sr%3D1-87-spons%26psc%3D1&qualifier=1594136416&id=7330665832454848&widgetName=sp_mtf,4.3 out of 5 stars,124,$16.99
97,"MUNSKT Earbud Headphones with Remote & Microphone, in Ear Earphone Stereo Sound Noise Isolating Tangle Free for iOS and Android Smartphones, Laptops, Gaming (4 Mixed Colors)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg4_1?ie=UTF8&adId=A07100893IY0U94FDUQJL&url=%2FMUNSKT-Headphones-Microphone-Isolating-Smartphones%2Fdp%2FB07XN1BMFN%2Fref%3Dsr_1_88_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1592473866%26s%3Delectronics%26sr%3D1-88-spons%26psc%3D1&qualifier=1594136416&id=7330665832454848&widgetName=sp_mtf,4.3 out of 5 stars,53,$9.99
98,"Cyber Acoustics Lightweight 3.5mm Headphones - Great for use with Cell Phones,Tablets, Laptops, PCs, Macs (ACM-4004)",https://www.amazon.com/Cyber-Acoustics-Lightweight-3-5mm-Headphones/dp/B07KJKC78F/ref=sr_1_89?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-89,4.3 out of 5 stars,86,$9.99
99,"ARTISTE Wireless TV Headphones Over Ear Headsets - Digital Stereo Headsets with 2.4GHz RF Transmitter, Charging Dock, 100ft Wireless Range and Rechargeable 20 Hour Battery, Black",https://www.amazon.com/Wireless-Headphones-Over-Ear-Headsets/dp/B078S7WK5M/ref=sr_1_90?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-90,4.2 out of 5 stars,"6,067",$69.99
100,"Wired Headphones, Amoner Earbuds Waterproof Sports Earphones, Stereo Sound Headphones Headsets with Built-in Mic for Phone 6/6s Plus/5s/SE, Galaxy, Android Smartphones, Tablets",https://www.amazon.com/Headphones-Amoner-Waterproof-Earphones-Smartphones/dp/B08862DNM4/ref=sr_1_91?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-91,4.7 out of 5 stars,194,$10.99
101,"True Wireless Earbuds, VANKYO X200 Bluetooth 5.0 Earbuds in-Ear TWS Stereo Headphones with Smart LED Display Charging Case IPX8 Waterproof 120H Playtime Built-in Mic with Deep Bass for Sports Work",https://www.amazon.com/Wireless-Bluetooth-Ear-TWS-Headphones-Waterproof/dp/B07ZQCST89/ref=sr_1_92?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-92,4.6 out of 5 stars,"2,349",$49.99
102,JVC Violet Flat and Foldable Colorful Flats On Ear Headphone with 3.94 foot Gold Plated Phone Slim Plug HAS160V,https://www.amazon.com/JVC-HAS160V-Flat-Headphones-Violet/dp/B004HIN7V0/ref=sr_1_93?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-93,4.4 out of 5 stars,"4,067",$18.50
103,"Falwedi Active Noise Cancelling Headphones APT-X CVC8.0 48H Music Playtime Wireless Bluetooth Headphones with Microphone Type-c Fast Charging Deep Bass Over Ear Headset for Travel/Work, Black",https://www.amazon.com/Cancelling-Headphones-Playtime-Bluetooth-Microphone/dp/B085DKHY5K/ref=sr_1_94?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-94,4.9 out of 5 stars,425,$59.99
104,"Beexcellent Gaming Headset for PS4 Xbox One PC Mac Controller Gaming Headphone with Crystal Stereo Bass Surround Sound, LED Light & Noise-Isolation Microphone",https://www.amazon.com/Beexcellent-Nintendo-Headphone-Noise-Isolation-Microphone/dp/B07GGCM89X/ref=sr_1_95?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-95,4.5 out of 5 stars,"4,186",$29.99
105,"PowerLocus Wireless Bluetooth Over-Ear Stereo Foldable Headphones, Wired Headsets with Built-in Microphone for iPhone, Samsung, LG, iPad (Purple)",https://www.amazon.com/PowerLocus-Wireless-Bluetooth-Headphones-Microphone/dp/B07ZQ3NJYP/ref=sr_1_96?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-96,4.4 out of 5 stars,"7,077",$21.99
